start_lat,start_lon,end_lat,end_lon,color1,color2,weight
31.2258191,121.4587085,31.2259876,121.4587163,orange,orange,0.98854417
31.2258191,121.4587085,31.22581,121.4582951,purple,purple,0.00484693
31.2258191,121.4587085,31.2256982,121.4587029,purple,purple,0.002489086
31.2258191,121.4587085,31.22581210000001,121.4589567,purple,purple,0.00411982
31.2259876,121.4587163,31.2259794,121.4583314,purple,purple,1.9431953e-05
31.2259876,121.4587163,31.2258191,121.4587085,orange,orange,0.9651572
31.2259876,121.4587163,31.2260515,121.4587192,purple,purple,7.143688400000001e-06
31.2259876,121.4587163,31.2259591,121.4598568,purple,purple,0.034816228
31.2260515,121.4587192,31.2259876,121.4587163,purple,purple,0.012117434
31.2260515,121.4587192,31.2270964,121.4586284,purple,purple,0.0068561053
31.2260515,121.4587192,31.2259794,121.4583314,purple,purple,8.236714e-05
31.2260515,121.4587192,31.2259495,121.4623332,orange,orange,0.9809441999999999
31.2270964,121.4586284,31.2272381,121.4586176,yellow,yellow,0.6669556
31.2270964,121.4586284,31.2273267,121.4607874,blue,blue,0.33303875
31.2270964,121.4586284,31.2260515,121.4587192,purple,purple,5.6582485e-06
31.2272381,121.4586176,31.2270964,121.4586284,orange,orange,0.9876155000000001
31.2272381,121.4586176,31.2271284,121.4577799,purple,purple,0.011722951
31.2272381,121.4586176,31.2287869,121.4583996,purple,purple,0.0006614992
31.2287869,121.4583996,31.2272381,121.4586176,orange,orange,0.9960517
31.2287869,121.4583996,31.228588,121.45536090000002,purple,purple,0.00014669787000000002
31.2287869,121.4583996,31.2293174,121.4606168,purple,purple,0.0037870066999999997
31.2287869,121.4583996,31.2322725,121.4574441,purple,purple,1.4579777999999999e-05
31.228588,121.45536090000002,31.227233,121.4518548,orange,orange,0.9983347
31.228588,121.45536090000002,31.2313042,121.4539188,purple,purple,0.0012506960000000001
31.228588,121.45536090000002,31.2287869,121.4583996,purple,purple,6.775994000000001e-05
31.228588,121.45536090000002,31.226852500000003,121.4560692,purple,purple,0.00034686550000000003
31.226852500000003,121.4560692,31.228588,121.45536090000002,purple,purple,3.1831194e-05
31.226852500000003,121.4560692,31.2259453,121.4562492,orange,orange,0.99994147
31.226852500000003,121.4560692,31.2270803,121.4570452,purple,purple,2.6668038e-05
31.2270803,121.4570452,31.2261054,121.4573587,purple,purple,0.02997875
31.2270803,121.4570452,31.226852500000003,121.4560692,purple,purple,0.00056185725
31.2270803,121.4570452,31.2272464,121.4577869,orange,orange,0.9694594000000001
31.2261054,121.4573587,31.2270803,121.4570452,red,red,1.0
