start_lat,start_lon,end_lat,end_lon,color1,color2,weight
31.18478,121.353518,31.1874961,121.36005559999998,purple,purple,0.044317532
31.18478,121.353518,31.18138230000001,121.3497567,purple,purple,0.04952837
31.18478,121.353518,31.1852967,121.3536529,orange,orange,0.9061541
31.18138230000001,121.3497567,31.1719538,121.33778259999998,purple,purple,0.00027240807
31.18138230000001,121.3497567,31.1833446,121.3515018,orange,orange,0.999726
31.18138230000001,121.3497567,31.18478,121.353518,purple,purple,1.574131e-06
31.1719538,121.33778259999998,31.177961600000003,121.3295712,orange,orange,0.99956244
31.1719538,121.33778259999998,31.18138230000001,121.3497567,purple,purple,0.00019282693
31.1719538,121.33778259999998,31.1699257,121.3320522,purple,purple,0.00024477826
31.1699257,121.3320522,31.1719538,121.33778259999998,purple,purple,0.009552452
31.1699257,121.3320522,31.1680304,121.3269591,orange,orange,0.9900705
31.1699257,121.3320522,31.167698600000005,121.3257815,purple,purple,0.00037701905
31.1680304,121.3269591,31.165843,121.32151770000002,orange,orange,0.99850047
31.1680304,121.3269591,31.1663216,121.32207859999998,purple,purple,0.0007483862599999999
31.1680304,121.3269591,31.1699257,121.3320522,purple,purple,0.0007511684
31.165843,121.32151770000002,31.1680304,121.3269591,orange,orange,0.9037164000000001
31.165843,121.32151770000002,31.1631179,121.3143986,purple,purple,0.04695598
31.165843,121.32151770000002,31.1676261,121.3256051,purple,purple,0.049327604000000004
31.1631179,121.3143986,31.1643828,121.3173237,blue,blue,0.20873275
31.1631179,121.3143986,31.1626658,121.31305559999998,purple,purple,0.0005867726
31.1631179,121.3143986,31.165843,121.32151770000002,yellow,yellow,0.79068047
31.1626658,121.31305559999998,31.1619349,121.31077859999998,purple,purple,0.0009320938
31.1626658,121.31305559999998,31.1631179,121.3143986,orange,orange,0.9738203000000001
31.1626658,121.31305559999998,31.1626504,121.3107337,purple,purple,0.02524758
31.1626504,121.3107337,31.163389,121.3128992,orange,orange,0.9167574000000001
31.1626504,121.3107337,31.1626658,121.31305559999998,purple,purple,0.045190762999999995
31.1626504,121.3107337,31.1618215,121.30836979999998,purple,purple,0.038051844
31.163389,121.3128992,31.1649579,121.31159270000002,purple,purple,2.0262825e-05
31.163389,121.3128992,31.158819,121.3206455,orange,orange,0.99653095
31.163389,121.3128992,31.1649924,121.31729,purple,purple,0.003219353
31.163389,121.3128992,31.1626504,121.3107337,purple,purple,0.0002294734
