start_lat,start_lon,end_lat,end_lon,color1,color2,weight
31.348497100000003,121.4305898,31.342086,121.4330867,orange,orange,0.99977463
31.348497100000003,121.4305898,31.348888,121.4307876,purple,purple,2.1270252999999997e-05
31.348497100000003,121.4305898,31.3492662,121.4303762,purple,purple,0.00020415073
31.3492662,121.4303762,31.348497100000003,121.4305898,orange,orange,0.98434746
31.3492662,121.4303762,31.348888,121.4307876,purple,purple,0.0002534027
31.3492662,121.4303762,31.350594399999995,121.4302197,purple,purple,0.015399217
31.350594399999995,121.4302197,31.3527599,121.4301452,purple,purple,0.01249154
31.350594399999995,121.4302197,31.3530212,121.4299381,orange,orange,0.98373914
31.350594399999995,121.4302197,31.3492662,121.4303762,purple,purple,0.0037693258000000003
31.3530212,121.4299381,31.3582817,121.4295052,purple,purple,0.029039712999999998
31.3530212,121.4299381,31.3544109,121.43000759999998,purple,purple,0.01361359
31.3530212,121.4299381,31.350594399999995,121.4302197,orange,orange,0.95734674
31.3544109,121.43000759999998,31.356292,121.4264743,purple,purple,0.0332103
31.3544109,121.43000759999998,31.3530212,121.4299381,orange,orange,0.9220499
31.3544109,121.43000759999998,31.357647,121.4324409,purple,purple,0.04473981
31.356292,121.4264743,31.3544109,121.43000759999998,purple,purple,0.00012262729
31.356292,121.4264743,31.3555745,121.4242324,orange,orange,0.9968880999999999
31.356292,121.4264743,31.3596467,121.4289341,purple,purple,0.0029892584000000004
31.3555745,121.4242324,31.3571648,121.4301133,purple,purple,0.028734177000000003
31.3555745,121.4242324,31.3552315,121.4227017,purple,purple,0.19346835
31.3555745,121.4242324,31.356292,121.4264743,yellow,yellow,0.7777975
31.3552315,121.4227017,31.3529396,121.4100768,purple,purple,0.00021051537
31.3552315,121.4227017,31.3555745,121.4242324,orange,orange,0.9181847
31.3552315,121.4227017,31.3548157,121.4193054,purple,purple,0.081604816
31.3529396,121.4100768,31.3538804,121.4138886,orange,orange,0.98553944
31.3529396,121.4100768,31.3552315,121.4227017,purple,purple,0.0043823016
31.3529396,121.4100768,31.3484967,121.3932925,purple,purple,0.010078264
31.3484967,121.3932925,31.34781060000001,121.3867185,orange,orange,0.9999540000000001
31.3484967,121.3932925,31.346543,121.3876172,purple,purple,2.1702746e-05
31.3484967,121.3932925,31.3529396,121.4100768,purple,purple,2.4321226999999997e-05
