start_lat,start_lon,end_lat,end_lon,color1,color2,weight
31.2352187,121.4873467,31.2350569,121.4874383,purple,purple,0.000681317
31.2352187,121.4873467,31.2352518,121.4874436,purple,purple,0.039577518
31.2352187,121.4873467,31.23509910000001,121.486964,orange,orange,0.9589976
31.2352187,121.4873467,31.2364261,121.4867125,purple,purple,0.0007435477
31.2350569,121.4874383,31.2350957,121.4875389,purple,purple,0.028523616
31.2350569,121.4874383,31.2339933,121.4885555,orange,orange,0.97091395
31.2350569,121.4874383,31.2352187,121.4873467,purple,purple,0.00043024012000000004
31.2350569,121.4874383,31.2349227,121.4870547,purple,purple,0.00013222017
31.2339933,121.4885555,31.2329407,121.4896074,orange,orange,0.99991894
31.2339933,121.4885555,31.234090500000004,121.4886975,purple,purple,1.2058384499999999e-05
31.2339933,121.4885555,31.2335209,121.4870498,purple,purple,6.849206e-05
31.2339933,121.4885555,31.2350569,121.4874383,purple,purple,4.0492674e-07
31.2329407,121.4896074,31.2330434,121.4897652,purple,purple,0.0044894014
31.2329407,121.4896074,31.2339933,121.4885555,orange,orange,0.9954371
31.2329407,121.4896074,31.2322552,121.4875349,purple,purple,1.3656286e-05
31.2329407,121.4896074,31.2318658,121.4906952,purple,purple,5.978550999999999e-05
31.2318658,121.4906952,31.231971,121.4908827,purple,purple,0.0029269073
31.2318658,121.4906952,31.2329407,121.4896074,orange,orange,0.99027187
31.2318658,121.4906952,31.2313363,121.4896073,purple,purple,0.006690936
31.2318658,121.4906952,31.2303285,121.492451,purple,purple,0.00011020257
31.2303285,121.492451,31.2289036,121.4941131,orange,orange,0.8856905999999999
31.2303285,121.492451,31.2298097,121.4914034,purple,purple,0.007784123
31.2303285,121.492451,31.2318658,121.4906952,purple,purple,0.106525294
31.2289036,121.4941131,31.2303285,121.492451,orange,orange,0.9815368
31.2289036,121.4941131,31.2274745,121.4954241,purple,purple,0.009548523
31.2289036,121.4941131,31.229081800000003,121.49430900000002,purple,purple,0.008914648
31.2274745,121.4954241,31.2271483,121.4941297,orange,orange,0.99858534
31.2274745,121.4954241,31.2276108,121.4956429,purple,purple,1.4459398000000002e-06
31.2274745,121.4954241,31.2289036,121.4941131,purple,purple,0.0007300038000000001
31.2274745,121.4954241,31.2265458,121.4962624,purple,purple,0.0006833221400000001
31.2265458,121.4962624,31.2260232,121.4948083,orange,orange,0.99986196
31.2265458,121.4962624,31.2257854,121.4971103,purple,purple,5.786513000000001e-05
31.2265458,121.4962624,31.2274745,121.4954241,purple,purple,8.018409000000001e-05
31.2257854,121.4971103,31.2251577,121.4953756,purple,purple,0.00048775764
31.2257854,121.4971103,31.2252237,121.4977943,orange,orange,0.8986389000000001
31.2257854,121.4971103,31.2265458,121.4962624,purple,purple,0.10087334
